id,configuration string
75,-barrier_algorithm '2' -barrier_crossover '1' -barrier_limits_corrections '4322' -barrier_limits_growth '2.0972977213487156E13' -barrier_ordering '3' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'no' -feasopt_mode '3' -lpmethod '6' -mip_cuts_cliques '-1' -mip_cuts_covers '2' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '0' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '2' -mip_cuts_implied '1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '1' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '61051' -mip_limits_cutpasses '43908' -mip_limits_cutsfactor '13.122649560540031' -mip_limits_gomorycand '10' -mip_limits_gomorypass '14745' -mip_limits_strongcand '1' -mip_limits_strongit '12058' -mip_limits_submipnodelim '2564' -mip_ordertype '3' -mip_strategy_backtrack '0.36631834720328615' -mip_strategy_bbinterval '492' -mip_strategy_branch '1' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '10866.741191876936' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '3' -mip_strategy_order 'no' -mip_strategy_presolvenode '-1' -mip_strategy_probe '1' -mip_strategy_rinsheur '62157' -mip_strategy_search '2' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '3' -network_netfind '3' -network_pricing '2' -perturbation_constant '0.024831479864253003' -preprocessing_aggregator '41834' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '2' -preprocessing_dependency '-1' -preprocessing_dual '0' -preprocessing_fill '1' -preprocessing_linear '1' -preprocessing_numpass '40364' -preprocessing_reduce '1' -preprocessing_relax '-1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '0' -read_scale '1' -sifting_algorithm '4' -simplex_crash '-1' -simplex_dgradient '3' -simplex_limits_perturbation '19224' -simplex_limits_singularity '6893' -simplex_perturbation_switch 'yes' -simplex_pgradient '2' -simplex_pricing '31854' -simplex_refactor '3429.0726777793325' -simplex_tolerances_markowitz '0.013781868801808173'
76,-barrier_algorithm '1' -barrier_crossover '1' -barrier_limits_corrections '53672' -barrier_limits_growth '105024.21597833517' -barrier_ordering '0' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'no' -feasopt_mode '0' -lpmethod '0' -mip_cuts_cliques '0' -mip_cuts_covers '1' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '2' -mip_cuts_implied '-1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '-1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '43011' -mip_limits_cutpasses '24212' -mip_limits_cutsfactor '8653.100653700936' -mip_limits_gomorycand '25158' -mip_limits_gomorypass '10696' -mip_limits_submipnodelim '56665' -mip_ordertype '2' -mip_strategy_backtrack '0.9063921356585476' -mip_strategy_bbinterval '2426' -mip_strategy_branch '0' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '47566.846360007876' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '3' -mip_strategy_order 'yes' -mip_strategy_presolvenode '-1' -mip_strategy_probe '2' -mip_strategy_rinsheur '59648' -mip_strategy_search '2' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '-1' -network_netfind '2' -network_pricing '1' -preprocessing_aggregator '5112' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '1' -preprocessing_dependency '0' -preprocessing_dual '-1' -preprocessing_fill '45187' -preprocessing_linear '1' -preprocessing_numpass '11183' -preprocessing_reduce '2' -preprocessing_relax '0' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '4' -read_scale '0' -sifting_algorithm '1' -simplex_crash '1' -simplex_dgradient '1' -simplex_limits_perturbation '15880' -simplex_limits_singularity '16' -simplex_perturbation_switch 'no' -simplex_pgradient '4' -simplex_pricing '36682' -simplex_refactor '1771.607288376854' -simplex_tolerances_markowitz '0.0010765519819595343'
77,-barrier_algorithm '3' -barrier_crossover '-1' -barrier_limits_corrections '42086' -barrier_limits_growth '2.0215446527361862E11' -barrier_ordering '0' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'no' -feasopt_mode '4' -lpmethod '3' -mip_cuts_cliques '0' -mip_cuts_covers '2' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '0' -mip_cuts_gubcovers '1' -mip_cuts_implied '2' -mip_cuts_mcfcut '0' -mip_cuts_mircut '0' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '54832' -mip_limits_cutpasses '38566' -mip_limits_cutsfactor '26.69442541702913' -mip_limits_gomorycand '14' -mip_limits_gomorypass '46242' -mip_limits_submipnodelim '3326' -mip_ordertype '1' -mip_strategy_backtrack '0.9576531525816728' -mip_strategy_bbinterval '50785' -mip_strategy_branch '-1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '39810.16088980125' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '-1' -mip_strategy_probe '-1' -mip_strategy_rinsheur '23865' -mip_strategy_search '2' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '1' -network_netfind '1' -network_pricing '2' -preprocessing_aggregator '53928' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '1' -preprocessing_dependency '-1' -preprocessing_dual '1' -preprocessing_fill '992' -preprocessing_linear '0' -preprocessing_numpass '17271' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '0' -read_scale '1' -sifting_algorithm '1' -simplex_crash '-1' -simplex_dgradient '2' -simplex_limits_perturbation '46658' -simplex_limits_singularity '2' -simplex_perturbation_switch 'no' -simplex_pgradient '4' -simplex_pricing '22722' -simplex_refactor '5491.466121298549' -simplex_tolerances_markowitz '2.5099527952715365E-4'
78,-barrier_algorithm '0' -barrier_crossover '2' -barrier_limits_corrections '44627' -barrier_limits_growth '9.559627578457164E11' -barrier_ordering '3' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'yes' -feasopt_mode '1' -lpmethod '3' -mip_cuts_cliques '1' -mip_cuts_covers '3' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '0' -mip_cuts_implied '0' -mip_cuts_mcfcut '1' -mip_cuts_mircut '2' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '48413' -mip_limits_cutpasses '16214' -mip_limits_cutsfactor '312.67485219047353' -mip_limits_gomorycand '1251' -mip_limits_gomorypass '19188' -mip_limits_submipnodelim '366' -mip_ordertype '0' -mip_strategy_backtrack '0.723628430566205' -mip_strategy_bbinterval '122' -mip_strategy_branch '1' -mip_strategy_dive '0' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '57082.02962357557' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '3' -mip_strategy_presolvenode '-1' -mip_strategy_probe '1' -mip_strategy_rinsheur '13542' -mip_strategy_search '2' -mip_strategy_startalgorithm '3' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '2' -network_netfind '1' -network_pricing '0' -perturbation_constant '0.5174404331220082' -preprocessing_aggregator '26959' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '1' -preprocessing_dependency '1' -preprocessing_dual '-1' -preprocessing_fill '2' -preprocessing_linear '1' -preprocessing_numpass '49665' -preprocessing_reduce '0' -preprocessing_relax '-1' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '0' -read_scale '1' -sifting_algorithm '0' -simplex_crash '-1' -simplex_dgradient '5' -simplex_limits_perturbation '41769' -simplex_limits_singularity '10688' -simplex_perturbation_switch 'yes' -simplex_pgradient '2' -simplex_pricing '8638' -simplex_refactor '1781.577477937194' -simplex_tolerances_markowitz '0.28543085513600386'
79,-barrier_algorithm '2' -barrier_crossover '0' -barrier_limits_corrections '30674' -barrier_limits_growth '3.2489122047891207E7' -barrier_ordering '0' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '4' -emphasis_numerical 'yes' -feasopt_mode '5' -lpmethod '3' -mip_cuts_cliques '1' -mip_cuts_covers '1' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '-1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '2' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '51991' -mip_limits_cutpasses '32453' -mip_limits_cutsfactor '501.17921919458564' -mip_limits_gomorycand '216' -mip_limits_gomorypass '18809' -mip_limits_submipnodelim '12' -mip_ordertype '0' -mip_strategy_backtrack '0.9562152535865839' -mip_strategy_bbinterval '411' -mip_strategy_branch '0' -mip_strategy_dive '0' -mip_strategy_file '0' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '54388.73423874441' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '3' -mip_strategy_presolvenode '1' -mip_strategy_probe '3' -mip_strategy_rinsheur '61550' -mip_strategy_search '0' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '1' -network_netfind '1' -network_pricing '1' -perturbation_constant '0.01113820015837281' -preprocessing_aggregator '20337' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '3' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '11758' -preprocessing_linear '0' -preprocessing_numpass '4855' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '2' -read_scale '1' -sifting_algorithm '3' -simplex_crash '-1' -simplex_dgradient '4' -simplex_limits_perturbation '36289' -simplex_limits_singularity '1' -simplex_perturbation_switch 'yes' -simplex_pgradient '2' -simplex_pricing '42635' -simplex_refactor '5092.04064640619' -simplex_tolerances_markowitz '0.6204416614933518'
80,-barrier_algorithm '2' -barrier_crossover '1' -barrier_limits_corrections '45835' -barrier_limits_growth '11169.521885809065' -barrier_ordering '2' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '3' -lpmethod '6' -mip_cuts_cliques '3' -mip_cuts_covers '-1' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '0' -mip_cuts_gomory '2' -mip_cuts_gubcovers '-1' -mip_cuts_implied '0' -mip_cuts_mcfcut '2' -mip_cuts_mircut '2' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '18651' -mip_limits_cutpasses '35077' -mip_limits_cutsfactor '11851.770825014559' -mip_limits_gomorycand '5' -mip_limits_gomorypass '53218' -mip_limits_strongcand '41' -mip_limits_strongit '53060' -mip_limits_submipnodelim '1' -mip_ordertype '2' -mip_strategy_backtrack '0.7023684425730138' -mip_strategy_bbinterval '282' -mip_strategy_branch '1' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '39049.13275652199' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '0' -mip_strategy_probe '1' -mip_strategy_rinsheur '37933' -mip_strategy_search '0' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '3' -network_netfind '3' -network_pricing '0' -perturbation_constant '9.366068748526117E-4' -preprocessing_aggregator '34689' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '1' -preprocessing_dependency '0' -preprocessing_dual '-1' -preprocessing_fill '8' -preprocessing_linear '1' -preprocessing_numpass '11401' -preprocessing_reduce '2' -preprocessing_relax '0' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '-1' -read_scale '-1' -sifting_algorithm '4' -simplex_crash '-1' -simplex_dgradient '5' -simplex_limits_perturbation '33662' -simplex_limits_singularity '7' -simplex_perturbation_switch 'yes' -simplex_pgradient '2' -simplex_pricing '28432' -simplex_refactor '1184.1142433658047' -simplex_tolerances_markowitz '1.0775000178144526E-4'
81,-barrier_algorithm '1' -barrier_crossover '0' -barrier_limits_corrections '22337' -barrier_limits_growth '9.921942561605955E13' -barrier_ordering '3' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'yes' -feasopt_mode '4' -lpmethod '3' -mip_cuts_cliques '0' -mip_cuts_covers '1' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '2' -mip_cuts_implied '-1' -mip_cuts_mcfcut '0' -mip_cuts_mircut '1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '50352' -mip_limits_cutpasses '37099' -mip_limits_cutsfactor '15.198909456199829' -mip_limits_gomorycand '308' -mip_limits_gomorypass '9474' -mip_limits_submipnodelim '2348' -mip_ordertype '3' -mip_strategy_backtrack '0.9301302228096385' -mip_strategy_bbinterval '172' -mip_strategy_branch '-1' -mip_strategy_dive '3' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '44292.3613112306' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '3' -mip_strategy_rinsheur '64798' -mip_strategy_search '1' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '0' -mip_strategy_variableselect '0' -network_netfind '1' -network_pricing '0' -perturbation_constant '6.615734076546532E-8' -preprocessing_aggregator '12149' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '2' -preprocessing_dependency '3' -preprocessing_dual '0' -preprocessing_fill '10' -preprocessing_linear '0' -preprocessing_numpass '14555' -preprocessing_reduce '0' -preprocessing_relax '1' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '5' -read_scale '0' -sifting_algorithm '1' -simplex_crash '-1' -simplex_dgradient '2' -simplex_limits_perturbation '2491' -simplex_limits_singularity '5' -simplex_perturbation_switch 'yes' -simplex_pgradient '-1' -simplex_pricing '3994' -simplex_refactor '6614.782702453051' -simplex_tolerances_markowitz '0.36106543645041955'
82,-barrier_algorithm '1' -barrier_crossover '-1' -barrier_limits_corrections '41892' -barrier_limits_growth '2.2829072760225406E9' -barrier_ordering '3' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '3' -lpmethod '1' -mip_cuts_cliques '3' -mip_cuts_covers '3' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '-1' -mip_cuts_implied '1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '1' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '42256' -mip_limits_cutpasses '64796' -mip_limits_cutsfactor '41.14355249627769' -mip_limits_gomorycand '6864' -mip_limits_gomorypass '43969' -mip_limits_strongcand '284' -mip_limits_strongit '4555' -mip_limits_submipnodelim '1' -mip_ordertype '3' -mip_strategy_backtrack '0.8675514547233888' -mip_strategy_bbinterval '562' -mip_strategy_branch '-1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '63541.22559752759' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '1' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '1' -mip_strategy_rinsheur '44078' -mip_strategy_search '1' -mip_strategy_startalgorithm '3' -mip_strategy_subalgorithm '0' -mip_strategy_variableselect '3' -network_netfind '1' -network_pricing '1' -preprocessing_aggregator '21612' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '-1' -preprocessing_dependency '2' -preprocessing_dual '1' -preprocessing_fill '3' -preprocessing_linear '1' -preprocessing_numpass '35271' -preprocessing_reduce '2' -preprocessing_relax '-1' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '3' -read_scale '0' -sifting_algorithm '3' -simplex_crash '0' -simplex_dgradient '4' -simplex_limits_perturbation '35446' -simplex_limits_singularity '102' -simplex_perturbation_switch 'no' -simplex_pgradient '3' -simplex_pricing '33675' -simplex_refactor '9930.739941359743' -simplex_tolerances_markowitz '3.16359166078128E-4'
83,-barrier_algorithm '1' -barrier_crossover '1' -barrier_limits_corrections '44812' -barrier_limits_growth '9.007960329086376E9' -barrier_ordering '3' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'yes' -feasopt_mode '2' -lpmethod '1' -mip_cuts_cliques '0' -mip_cuts_covers '0' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '0' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '0' -mip_cuts_implied '-1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '0' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '25367' -mip_limits_cutpasses '54694' -mip_limits_cutsfactor '323.3743965899468' -mip_limits_gomorycand '2' -mip_limits_gomorypass '27192' -mip_limits_submipnodelim '24317' -mip_ordertype '0' -mip_strategy_backtrack '0.2713297609588041' -mip_strategy_bbinterval '3' -mip_strategy_branch '0' -mip_strategy_dive '2' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '6172.09234997943' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '2' -mip_strategy_presolvenode '1' -mip_strategy_probe '2' -mip_strategy_rinsheur '48376' -mip_strategy_search '0' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '2' -network_netfind '3' -network_pricing '0' -perturbation_constant '0.593197338620771' -preprocessing_aggregator '7517' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '1' -preprocessing_dependency '-1' -preprocessing_dual '0' -preprocessing_fill '63347' -preprocessing_linear '0' -preprocessing_numpass '25056' -preprocessing_reduce '0' -preprocessing_relax '0' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '1' -read_scale '1' -sifting_algorithm '4' -simplex_crash '-1' -simplex_dgradient '3' -simplex_limits_perturbation '14816' -simplex_limits_singularity '1' -simplex_perturbation_switch 'yes' -simplex_pgradient '-1' -simplex_pricing '60013' -simplex_refactor '6627.816372582657' -simplex_tolerances_markowitz '0.03541483567412187'
84,-barrier_algorithm '0' -barrier_crossover '1' -barrier_limits_corrections '24263' -barrier_limits_growth '4312.945158477791' -barrier_ordering '2' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'yes' -feasopt_mode '1' -lpmethod '4' -mip_cuts_cliques '-1' -mip_cuts_covers '-1' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '0' -mip_cuts_gomory '1' -mip_cuts_gubcovers '-1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '0' -mip_cuts_mircut '2' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '63373' -mip_limits_cutpasses '19489' -mip_limits_cutsfactor '1378.4359495863446' -mip_limits_gomorycand '275' -mip_limits_gomorypass '58132' -mip_limits_submipnodelim '2' -mip_ordertype '2' -mip_strategy_backtrack '0.49618262318657047' -mip_strategy_bbinterval '19844' -mip_strategy_branch '0' -mip_strategy_dive '3' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '52098.3582416743' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '2' -mip_strategy_order 'no' -mip_strategy_presolvenode '2' -mip_strategy_probe '0' -mip_strategy_rinsheur '64122' -mip_strategy_search '2' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '4' -network_netfind '2' -network_pricing '2' -preprocessing_aggregator '21691' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '0' -preprocessing_dependency '3' -preprocessing_dual '1' -preprocessing_fill '3' -preprocessing_linear '0' -preprocessing_numpass '52733' -preprocessing_reduce '2' -preprocessing_relax '0' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '2' -read_scale '1' -sifting_algorithm '3' -simplex_crash '-1' -simplex_dgradient '0' -simplex_limits_perturbation '7384' -simplex_limits_singularity '2' -simplex_perturbation_switch 'no' -simplex_pgradient '-1' -simplex_pricing '47701' -simplex_refactor '1329.8778471130067' -simplex_tolerances_markowitz '0.0031652029584013203'
85,-barrier_algorithm '2' -barrier_crossover '2' -barrier_limits_corrections '33354' -barrier_limits_growth '29762.713243465292' -barrier_ordering '2' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'no' -feasopt_mode '4' -lpmethod '5' -mip_cuts_cliques '3' -mip_cuts_covers '3' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '0' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '26578' -mip_limits_cutpasses '57912' -mip_limits_cutsfactor '10.143004405912016' -mip_limits_gomorycand '6' -mip_limits_gomorypass '18575' -mip_limits_strongcand '104' -mip_limits_strongit '22123' -mip_limits_submipnodelim '1' -mip_ordertype '1' -mip_strategy_backtrack '0.41156585051331385' -mip_strategy_bbinterval '3' -mip_strategy_branch '1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '28392.157719716655' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '1' -mip_strategy_order 'yes' -mip_strategy_presolvenode '0' -mip_strategy_probe '0' -mip_strategy_rinsheur '35170' -mip_strategy_search '1' -mip_strategy_startalgorithm '3' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '3' -network_netfind '1' -network_pricing '1' -perturbation_constant '6.163057773883871E-7' -preprocessing_aggregator '41043' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '1' -preprocessing_dependency '0' -preprocessing_dual '-1' -preprocessing_fill '8' -preprocessing_linear '0' -preprocessing_numpass '41131' -preprocessing_reduce '2' -preprocessing_relax '0' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '1' -read_scale '-1' -sifting_algorithm '4' -simplex_crash '0' -simplex_dgradient '2' -simplex_limits_perturbation '43625' -simplex_limits_singularity '1134' -simplex_perturbation_switch 'yes' -simplex_pgradient '1' -simplex_pricing '15576' -simplex_refactor '1211.8492430047302' -simplex_tolerances_markowitz '0.17189538576463478'
86,-barrier_algorithm '0' -barrier_crossover '2' -barrier_limits_corrections '13571' -barrier_limits_growth '194.78972764041094' -barrier_ordering '3' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '4' -lpmethod '0' -mip_cuts_cliques '3' -mip_cuts_covers '3' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '2' -mip_cuts_gomory '2' -mip_cuts_gubcovers '0' -mip_cuts_implied '-1' -mip_cuts_mcfcut '0' -mip_cuts_mircut '2' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '52417' -mip_limits_cutpasses '50622' -mip_limits_cutsfactor '8870.113894065198' -mip_limits_gomorycand '1' -mip_limits_gomorypass '20108' -mip_limits_strongcand '4' -mip_limits_strongit '26078' -mip_limits_submipnodelim '17790' -mip_ordertype '1' -mip_strategy_backtrack '0.17401478707220874' -mip_strategy_bbinterval '11' -mip_strategy_branch '0' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '35134.8736117754' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '0' -mip_strategy_order 'no' -mip_strategy_presolvenode '3' -mip_strategy_probe '0' -mip_strategy_rinsheur '39449' -mip_strategy_search '1' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '3' -network_netfind '2' -network_pricing '0' -preprocessing_aggregator '9071' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '1' -preprocessing_dependency '-1' -preprocessing_dual '1' -preprocessing_fill '63472' -preprocessing_linear '1' -preprocessing_numpass '29619' -preprocessing_reduce '3' -preprocessing_relax '-1' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '1' -read_scale '0' -sifting_algorithm '1' -simplex_crash '1' -simplex_dgradient '4' -simplex_limits_perturbation '12425' -simplex_limits_singularity '22' -simplex_perturbation_switch 'no' -simplex_pgradient '4' -simplex_pricing '15675' -simplex_refactor '9280.69553928401' -simplex_tolerances_markowitz '0.001814329384446529'
87,-barrier_algorithm '2' -barrier_crossover '2' -barrier_limits_corrections '62580' -barrier_limits_growth '3.657130675510103E14' -barrier_ordering '0' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'no' -feasopt_mode '2' -lpmethod '4' -mip_cuts_cliques '3' -mip_cuts_covers '0' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '2' -mip_cuts_gomory '0' -mip_cuts_gubcovers '1' -mip_cuts_implied '0' -mip_cuts_mcfcut '1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '11987' -mip_limits_cutpasses '23753' -mip_limits_cutsfactor '86.20433285127405' -mip_limits_gomorycand '3963' -mip_limits_gomorypass '17480' -mip_limits_submipnodelim '1' -mip_ordertype '1' -mip_strategy_backtrack '0.6709180824644837' -mip_strategy_bbinterval '8' -mip_strategy_branch '1' -mip_strategy_dive '0' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '9767.774424380303' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'no' -mip_strategy_presolvenode '2' -mip_strategy_probe '-1' -mip_strategy_rinsheur '22298' -mip_strategy_search '1' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '1' -network_netfind '2' -network_pricing '2' -perturbation_constant '3.4380340997440576E-7' -preprocessing_aggregator '62421' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '1' -preprocessing_dependency '2' -preprocessing_dual '0' -preprocessing_fill '919' -preprocessing_linear '0' -preprocessing_numpass '25628' -preprocessing_reduce '3' -preprocessing_relax '0' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '0' -read_scale '1' -sifting_algorithm '3' -simplex_crash '-1' -simplex_dgradient '3' -simplex_limits_perturbation '34867' -simplex_limits_singularity '2196' -simplex_perturbation_switch 'yes' -simplex_pgradient '3' -simplex_pricing '63397' -simplex_refactor '464.3933107883691' -simplex_tolerances_markowitz '0.002257984326857885'
